X1,X2,Y,X3
2,10,155000,826
1,16,190000,36
1,2,70000,826
1,3,80000,124
1,13,185000,156
2,3,100000,840
1,15,185000,36
1,16,190000,36
1,7,135000,36
2,12,160000,840
1,1,55000,124
1,3,80000,840
1,14,170000,124
2,1,55000,826
2,3,80000,840
1,13,185000,156
1,7,140000,840
1,13,180000,156
2,2,70000,36
1,15,185000,840
1,16,190000,826
1,6,125000,124
1,12,160000,156
1,8,140000,826
1,17,195000,124
1,2,70000,36
1,2,70000,840
1,11,170000,156
1,13,185000,156
1,17,195000,826
1,6,130000,36
1,10,155000,826
1,15,185000,826
1,3,80000,124
1,17,195000,36
1,7,135000,826
1,1,55000,124
1,16,190000,840
2,2,70000,124
1,13,185000,840
1,11,170000,124
1,9,150000,124
1,17,195000,826
1,2,70000,840
1,17,195000,124
1,6,125000,840
1,15,185000,156
1,17,195000,124
1,3,80000,36
1,14,170000,156
1,10,155000,156
1,13,185000,124
1,2,70000,124
1,7,140000,124
1,17,195000,826
1,8,140000,124
2,2,70000,840
1,15,185000,156
1,16,190000,826
1,7,135000,840
2,12,160000,826
1,1,55000,826
1,3,80000,156
1,13,185000,840
2,3,100000,826
1,15,185000,826
1,16,190000,840
1,6,125000,826
1,12,160000,840
1,8,140000,156
1,17,195000,826
1,2,70000,36
1,2,70000,124
1,11,170000,124
1,13,185000,826
1,17,195000,124
1,6,130000,124
1,10,155000,124
1,15,185000,124
1,3,80000,840
1,17,195000,156
1,7,135000,36
1,1,55000,840
1,16,190000,124
2,2,70000,826
1,13,185000,826
1,11,170000,840
1,9,150000,826
1,17,195000,840
1,2,70000,124
1,17,195000,840
1,6,125000,156
1,15,185000,36
1,17,195000,156
1,3,80000,826
1,14,170000,156
1,10,155000,36
1,7,120000,826
2,3,90000,840
2,14,180000,826
1,7,130000,826
1,12,170000,156
1,2,70000,826
1,18,210000,156
2,1,55000,124
1,16,190000,826
2,11,165000,124
1,5,105000,156
2,11,160000,826
1,6,110000,124
1,17,195000,156
1,3,85000,156
1,14,180000,826
2,1,55000,36
1,13,185000,826
1,8,140000,124
2,3,90000,826
2,12,160000,840
1,8,145000,156
1,13,185000,36
1,5,105000,826
1,6,110000,36
1,18,210000,826
2,1,55000,826
1,16,190000,840
2,11,165000,826
1,5,105000,840
2,11,160000,156
1,6,110000,840
1,17,195000,36
1,3,85000,826
1,14,180000,36
2,1,55000,826
1,13,185000,840
1,8,140000,36
2,3,90000,124
2,12,160000,840
1,8,145000,826
1,13,185000,826
1,5,105000,36
1,6,110000,840
1,18,210000,156
2,1,55000,36
1,16,190000,840
2,11,165000,124
1,5,105000,840
2,11,160000,124
1,6,110000,36
1,17,195000,36
1,3,85000,124
1,14,180000,36
2,1,55000,840
1,13,185000,156
1,8,140000,36
2,3,90000,124
2,12,160000,36
1,8,145000,124
1,13,185000,36
1,5,105000,826
1,6,110000,36
1,18,210000,826
2,1,55000,840
1,16,190000,36
2,11,165000,156
1,5,105000,156
2,11,160000,36
1,6,110000,840
1,17,195000,36
1,3,85000,124
1,14,180000,826
2,1,55000,826
1,13,185000,36
1,8,140000,156
2,3,90000,36
2,12,160000,36
1,8,145000,156
1,13,185000,36
1,5,105000,826
1,6,110000,840
1,18,210000,840
2,1,55000,826
1,16,190000,840
2,11,165000,156
1,5,105000,826
2,11,160000,36
1,6,110000,840
1,17,195000,156
1,3,85000,36
1,14,180000,124
2,1,55000,124
1,13,185000,36
1,8,140000,36
2,3,90000,36
2,12,160000,156
1,8,145000,826
1,13,185000,124
1,5,105000,156
1,6,110000,124
1,18,210000,840
2,1,55000,36
1,16,190000,840
2,11,165000,124
1,5,105000,36
2,11,160000,124
1,6,110000,124
1,17,195000,840
1,3,85000,840
1,14,180000,840
2,1,55000,36
1,13,185000,36
1,8,140000,840
2,3,90000,840
2,12,160000,156
1,8,145000,156
1,13,185000,840
1,5,105000,36
1,6,110000,36
1,18,210000,156
1,6,115000,36
2,13,170000,36
2,3,80000,124
1,19,200000,826
2,7,130000,36
1,11,155000,124
1,5,105000,156
2,14,190000,36
1,8,140000,840
1,16,185000,36
2,8,145000,36
2,4,90000,156
1,18,195000,36
1,4,95000,840
1,13,170000,156
2,6,115000,826
1,16,185000,826
2,2,65000,840
2,12,160000,840
1,5,100000,826
1,15,180000,124
2,1,55000,124
1,14,190000,826
1,6,115000,36
2,17,195000,36
1,9,150000,124
2,6,115000,156
1,16,185000,124
2,2,65000,124
2,12,160000,826
1,5,100000,840
1,15,180000,840
2,1,55000,36
1,14,190000,156
1,6,115000,156
2,17,195000,840
1,9,150000,826
2,6,115000,840
1,16,185000,826
2,2,65000,826
2,12,160000,826
1,5,100000,840
1,15,180000,840
2,1,55000,826
1,14,190000,36
1,6,115000,156
2,17,195000,124
1,9,150000,156
2,6,115000,840
1,16,185000,840
2,2,65000,124
2,12,160000,826
1,5,100000,36
1,15,180000,124
2,1,55000,826
1,14,190000,156
1,6,115000,156
2,17,195000,826
1,9,150000,36
2,6,115000,156
1,16,185000,840
2,2,65000,156
2,12,160000,156
1,5,100000,124
1,15,180000,156
2,1,55000,840
1,14,190000,36
1,6,115000,124
2,17,195000,124
1,9,150000,124
2,6,115000,36
1,16,185000,156
2,2,65000,36
2,12,160000,124
1,5,100000,826
1,15,180000,840
2,1,55000,36
1,14,190000,36
1,6,115000,124
2,17,195000,124
1,9,150000,826
2,6,115000,840
1,16,185000,826
2,2,65000,36
2,12,160000,36
1,5,100000,840
1,15,180000,826
2,1,55000,840
1,14,190000,826
1,6,115000,826
2,17,195000,840
1,9,150000,36
2,6,115000,826
1,16,185000,36
2,2,65000,124
2,12,160000,36
1,5,100000,36
1,15,180000,36
2,1,55000,156
1,14,190000,826
1,6,115000,826
2,17,195000,124
1,9,150000,826
2,6,115000,826
1,16,185000,826
2,2,65000,840
2,12,160000,826
1,5,100000,124
1,15,180000,840
2,1,55000,36
1,14,190000,840
1,6,115000,124
2,17,195000,156
1,9,150000,156
2,6,115000,124
1,16,185000,36
2,2,65000,36
2,12,160000,826
1,5,100000,124
1,15,180000,156
2,1,550,826
1,4,90000,36
2,12,160000,840
2,3,80000,826
1,18,195000,826
2,6,115000,124
1,10,150000,826
1,2,65000,826
2,14,190000,36
1,8,140000,826
1,16,185000,124
2,7,130000,156
2,5,105000,826
1,19,200000,156
1,5,100000,840
1,13,170000,124
2,6,115000,124
1,16,185000,826
2,4,90000,36
2,12,160000,156
1,3,80000,36
1,17,195000,840
2,6,115000,156
1,8,135000,840
1,2,65000,36
2,14,190000,124
1,8,140000,36
1,16,185000,826
2,7,130000,840
2,5,105000,826
1,19,200000,156
1,5,100000,826
1,13,170000,840
2,6,115000,36
1,16,185000,36
2,4,90000,840
2,12,160000,124
1,3,80000,124
1,17,195000,840
2,6,115000,124
1,8,135000,840
1,2,65000,840
2,14,190000,36
1,8,140000,124
1,16,185000,124
2,7,130000,124
2,5,105000,826
1,19,200000,124
1,5,100000,156
1,13,170000,840
2,6,115000,124
1,16,185000,826
2,4,90000,124
2,12,160000,840
1,3,80000,840
1,17,195000,36
2,6,115000,840
1,8,135000,124
1,2,65000,840
2,14,190000,156
1,8,140000,840
1,16,185000,124
2,7,130000,124
2,5,105000,124
1,19,200000,124
1,5,100000,840
1,13,170000,840
2,6,115000,156
1,16,185000,156
2,4,90000,826
2,12,160000,156
1,3,80000,826
1,17,195000,826
2,6,115000,840
1,8,135000,826
1,2,65000,156
2,14,190000,840
1,8,140000,840
1,16,185000,124
2,7,130000,840
2,5,105000,826
1,19,200000,840
1,5,100000,156
1,13,170000,36
2,6,115000,156
1,16,185000,124
2,4,90000,826
2,12,160000,156
1,3,80000,36
1,17,195000,826
2,6,115000,124
1,8,135000,826
1,2,65000,826
2,14,190000,36
1,8,140000,124
1,16,185000,840
2,7,130000,124
2,5,105000,124
1,19,200000,840
1,5,100000,36
1,13,170000,124
2,6,115000,36
1,16,185000,36
2,4,90000,826
2,12,160000,826
1,3,80000,156
1,17,195000,840
2,6,115000,36
1,8,135000,156
1,2,65000,36
2,14,190000,826
1,8,140000,840
1,16,185000,36
2,7,130000,124
2,5,105000,36
1,19,200000,124
1,5,100000,124
1,13,170000,826
2,6,115000,36
1,16,185000,826
2,4,90000,156
2,6,110000,156
1,10,150000,124
1,3,80000,840
1,18,195000,36
2,6,115000,840
1,8,135000,156
1,2,65000,840
2,14,190000,840
1,8,140000,826
1,16,185000,156
2,7,130000,124
2,5,105000,124
1,19,200000,36
1,5,100000,124
1,13,170000,124
2,6,115000,124
1,16,185000,840
2,4,90000,840
2,12,160000,36
1,3,80000,156
1,17,195000,36
2,6,115000,840
1,8,135000,156
1,2,65000,156
2,14,190000,840
1,8,140000,826
1,16,185000,826
2,7,130000,156
2,5,105000,826
1,19,200000,826
1,5,100000,156
1,13,170000,840
2,6,115000,826
1,16,185000,36
2,4,90000,156
2,12,160000,840
1,3,80000,840
1,17,195000,124
2,6,115000,840
1,8,135000,36
1,2,65000,156
2,14,190000,36
1,8,140000,826
1,16,185000,156
2,7,130000,156
2,5,105000,840
1,19,200000,124
1,5,100000,840
1,13,170000,36
2,6,115000,36
1,16,185000,124
2,4,90000,840
2,12,160000,36
1,3,80000,36
1,17,195000,840
2,6,115000,826
1,8,135000,36
1,2,65000,124
2,14,190000,36
1,8,140000,124
1,16,185000,156
2,7,130000,840
2,5,105000,156
1,19,200000,124
1,5,100000,156
1,13,170000,124
2,6,115000,156
1,16,185000,124
2,4,90000,124
2,12,160000,826
1,3,80000,840
1,17,195000,826
2,6,115000,156
1,8,135000,840
1,2,65000,840
2,14,190000,156
1,8,140000,840
1,16,185000,36
2,7,130000,124
2,5,105000,156
1,19,200000,36
1,5,100000,36
1,13,170000,124
2,6,115000,826
1,16,185000,36
2,4,90000,826
2,12,160000,36
1,3,80000,156
1,17,195000,156
2,6,115000,36
1,8,135000,36
1,2,65000,124
2,14,190000,156
1,8,140000,840
1,16,185000,156
2,7,130000,36
2,5,105000,156
1,19,200000,36
1,5,100000,826
1,13,170000,36
2,6,115000,124
1,16,185000,826
2,4,90000,156
2,12,160000,36
1,3,80000,36
1,17,195000,156
2,6,115000,156
1,8,135000,840
1,2,65000,156
2,14,190000,840
1,8,140000,124
1,16,185000,36
2,7,130000,826
2,5,105000,36
1,19,200000,124
1,5,100000,124
1,13,170000,124
2,6,115000,36
1,16,185000,826
2,4,90000,36
1,8,130000,124
1,3,80000,36
1,15,180000,124
2,8,140000,36
1,12,160000,826
2,2,55000,826
2,16,190000,840
1,7,120000,156
1,18,200000,826
2,5,100000,156
1,9,150000,156
2,11,170000,840
1,2,65000,124
2,19,210000,156
1,4,90000,826
1,14,180000,840
2,6,110000,840
1,10,150000,36
1,3,80000,36
1,18,195000,826
2,6,115000,36
1,8,135000,840
1,2,65000,36
2,14,190000,826
1,8,140000,36
1,16,185000,840
2,7,130000,840
2,5,105000,124
1,19,200000,36
1,5,100000,156
1,13,170000,36
2,6,115000,156
1,16,185000,124
2,4,90000,156
2,12,160000,36
1,3,80000,826
1,17,195000,826
2,6,115000,124
1,8,135000,124
1,2,65000,156
2,14,190000,826
1,8,140000,124
1,16,185000,156
2,7,130000,36
2,5,105000,124
1,19,200000,124
1,5,100000,840
1,13,170000,124
2,6,115000,36
1,16,185000,826
2,4,90000,840
2,12,160000,826
1,3,80000,124
1,17,195000,124
2,6,115000,840
1,8,135000,156
1,2,65000,36
2,14,190000,36
1,8,140000,840
2,16,185000,156
1,7,130000,840
1,5,105000,156
1,20,210000,36
1,6,95000,156
2,11,170000,36
1,2,65000,156
2,16,190000,36
1,7,120000,826
1,19,200000,840
2,5,100000,826
1,9,150000,840
2,11,170000,36
1,2,65000,826
2,19,210000,840
1,4,90000,36
1,14,180000,826
2,6,110000,156
1,10,150000,840
1,3,80000,124
1,18,195000,124
2,6,115000,840
1,8,135000,840
1,2,65000,826
2,14,190000,156
1,8,140000,826
1,16,185000,36
2,7,130000,156
2,5,105000,826
1,19,200000,36
1,5,100000,826
1,13,170000,156
2,6,115000,826
1,16,185000,36
2,4,90000,156
2,12,160000,124
1,3,80000,124
1,17,195000,840
2,6,115000,156
1,8,135000,826
1,2,65000,826
2,14,190000,826
1,8,140000,826
1,16,185000,840
2,7,130000,826
2,5,105000,124
1,19,200000,156
1,5,100000,840
1,13,170000,840
2,6,115000,124
1,16,185000,36
2,4,90000,124
2,12,160000,156
1,3,80000,156
1,17,195000,156
2,6,115000,156
1,8,135000,156
1,2,65000,840
2,14,190000,840
1,8,140000,826
1,4,75000,124
2,7,95000,36
1,1,50000,36
1,15,180000,826
2,3,65000,840
1,6,120000,124
2,2,60000,826
1,10,150000,840
1,3,70000,36
2,20,220000,840
1,8,100000,156
2,2,55000,826
1,12,170000,124
2,5,90000,124
1,4,80000,156
1,14,180000,156
1,2,60000,826
2,9,120000,840
2,3,70000,156
1,18,210000,36
1,9,140000,840
2,1,50000,840
1,7,110000,36
2,2,60000,36
1,11,160000,156
1,4,75000,826
2,16,200000,840
1,8,100000,124
2,2,55000,156
1,12,170000,156
2,5,90000,840
1,4,80000,124
1,14,180000,156
1,2,60000,840
2,9,120000,840
2,3,70000,826
1,18,210000,124
1,9,140000,156
2,1,50000,840
1,7,110000,124
2,2,60000,826
1,11,160000,156
1,4,75000,124
2,16,200000,840
1,8,100000,156
2,2,55000,124
1,12,170000,826
2,5,90000,156
1,4,80000,36
1,14,180000,840
1,2,60000,156
2,9,120000,36
2,3,70000,826
1,18,210000,36
1,9,140000,826
2,1,50000,156
1,7,110000,156
2,2,60000,156
1,11,160000,840
1,4,75000,840
2,16,200000,36
1,8,100000,124
2,2,55000,36
1,12,170000,36
2,5,90000,826
1,4,80000,826
1,14,180000,826
1,2,60000,840
2,9,120000,124
2,3,70000,826
1,18,210000,840
1,9,140000,36
2,1,50000,156
1,7,110000,124
2,2,60000,36
1,11,160000,36
1,4,75000,826
2,16,200000,36
1,8,100000,156
2,2,55000,840
1,12,170000,124
2,5,90000,156
1,4,80000,840
1,14,180000,36
1,2,60000,156
2,9,120000,124
2,3,70000,124
1,18,210000,156
1,9,140000,840
2,1,50000,156
1,7,110000,36
2,2,60000,826
1,11,160000,156
1,4,75000,826
2,16,200000,156
1,8,100000,826
2,2,55000,840
1,12,170000,826
2,5,90000,36
1,4,80000,124
1,14,180000,826
1,2,60000,826
2,9,120000,826
2,3,70000,124
1,18,210000,124
1,9,140000,840
2,1,50000,156
1,7,110000,826
2,2,60000,826
1,11,160000,36
1,4,75000,826
2,16,200000,156
1,8,100000,826
2,2,55000,156
1,12,170000,826
2,5,90000,840
1,4,80000,826
1,14,180000,36
1,2,60000,124
2,9,120000,36
2,3,70000,840
1,18,210000,156
1,9,140000,840
2,1,50000,124
2,8,122485,156
1,12,169159,156
1,21,187081,36
2,5,78354,156
1,2,90249,156
2,6,132720,124
1,23,161568,840
1,13,127346,36
2,19,120177,826
1,8,101332,36
2,30,121450,36
2,12,166375,124
1,21,185119,124
2,10,149217,156
1,21,166512,826
2,28,186963,36
1,3,75072,840
2,10,163398,826
1,11,103947,36
2,33,179180,156
1,23,175966,156
1,27,190004,156
2,10,152039,840
1,5,76742,36
2,33,191790,156
2,20,139398,156
1,7,95845,826
1,12,160976,840
2,9,126753,36
1,8,139817,124
1,25,181714,124
2,10,114776,36
1,6,105725,124
2,1,52731,124
1,8,106492,36
2,4,73895,124
1,1,119836,826
2,5,99747,36
1,25,168287,840
2,7,115920,156
1,11,128078,124
2,1,51265,840
1,22,165919,36
2,34,188651,124
1,0,55538,840
1,28,193964,826
2,4,104702,36
1,19,172955,840
2,16,138032,840
1,4,82683,826
1,17,155414,826
2,25,154207,124
1,8,107895,840
2,18,148446,156
1,4,102859,826
2,13,138662,156
1,23,181699,156
2,33,188232,124
2,0,51832,826
1,28,188484,156
2,16,138286,826
1,22,181132,156
2,4,73938,840
1,14,119224,840
2,6,101186,156
1,14,142360,124
2,20,151315,36
1,23,181021,840
2,15,134641,36
1,23,173851,36
1,25,178859,124
2,5,98568,36
1,9,104661,124
2,13,134858,840
1,10,94502,826
2,8,122485,826
1,12,169159,156
1,21,187081,826
2,5,78354,156
1,2,90249,156
2,6,132720,840
1,23,161568,840
1,13,127346,840
2,19,120177,124
1,8,101332,156
2,30,121450,124
2,12,166375,156
1,21,185119,124
2,10,149217,156
1,21,166512,826
2,28,186963,156
1,3,75072,124
2,10,163398,156
1,11,103947,124
2,33,179180,36
1,23,175966,36
1,27,190004,840
2,10,152039,36
1,5,76742,840
2,33,191790,156
2,20,139398,156
1,7,95845,156
1,12,160976,156
2,9,126753,36
1,8,139817,36
1,25,181714,156
2,10,114776,840
1,6,105725,156
2,1,52731,124
1,8,106492,156
2,4,73895,124
1,1,119836,826
2,5,99747,36
1,25,168287,840
2,7,115920,36
1,11,128078,840
2,1,51265,826
1,22,165919,36
2,34,188651,156
1,0,55538,840
1,28,193964,36
2,4,104702,156
1,19,172955,826
2,16,138032,156
1,4,82683,156
1,17,155414,156
2,25,154207,826
1,8,107895,124
2,18,148446,124
1,4,102859,826
2,13,138662,840
1,23,181699,36
2,33,188232,826
2,0,51832,840
1,28,188484,156
2,16,138286,826
1,22,181132,36
2,4,73938,124
1,14,119224,156
2,6,101186,840
1,14,142360,840
2,20,151315,840
1,23,181021,826
2,15,134641,156
1,23,173851,156
1,25,178859,124
2,5,98568,124
1,9,104661,840
2,13,134858,124
1,10,94502,826
1,14,139095,826
2,5,106278,156
1,4,90452,840
2,23,168304,156
1,10,126593,156
1,19,152203,124
2,30,183138,840
1,9,130275,156
1,29,191915,124
2,2,62807,840
1,21,174305,826
2,9,133326,840
1,4,75656,156
2,19,155944,826
1,11,137775,36
2,0,51831,36
1,22,182237,156
2,10,151901,826
1,8,100052,36
1,20,167207,826
2,10,112439,826
2,29,194214,826
1,5,84407,156
2,13,139413,826
1,20,143084,156
2,25,192344,840
1,1,106132,36
1,26,184816,840
2,19,150248,36
1,15,170995,156
1,6,88035,124
2,10,119419,156
1,21,173582,124
2,23,174436,124
1,4,71699,124
2,14,163558,840
1,24,166828,840
2,15,144496,156
1,31,193746,124
2,8,122581,36
1,4,79767,840
2,25,177177,36
1,4,89843,36
2,6,113563,826
1,10,128712,36
2,18,161621,840
1,8,121454,840
1,25,179987,840
2,3,72649,36
1,0,52612,826
2,24,184006,840
1,12,131960,840
2,5,102465,840
1,16,149748,826
2,22,171036,36
1,13,146351,156
1,26,185462,124
2,7,107718,840
1,4,90944,124
2,5,100425,826
1,2,63901,124
1,22,181902,156
2,9,136533,826
1,11,136285,124
2,31,191818,36
1,19,176643,124
2,4,70022,840
1,6,99363,36
2,19,152944,840
1,10,123386,840
1,21,168906,840
2,30,183020,156
1,1,47898,840
2,14,135853,840
1,17,149198,156
1,6,106662,124
1,28,186610,124
2,6,89995,826
1,4,85825,156
2,13,143814,156
1,24,174726,826
2,20,150534,826
1,4,68732,826
1,21,187951,826
2,13,137336,36
1,26,191159,156
2,5,102868,156
1,20,154281,840
1,8,111535,124
2,6,107906,826
1,13,143885,156
2,27,180958,36
1,6,108607,840
1,24,178284,840
2,4,75969,36
1,15,143705,36
2,31,197354,826
1,22,174324,840
2,8,123781,840
1,12,141735,156
1,28,187120,36
2,1,61095,36
1,22,179045,840
2,10,130355,124
1,7,103282,840
2,18,157872,36
1,10,117314,826
1,30,186321,826
2,11,129686,840
1,3,68611,826
2,25,177913,826
1,3,68472,156
2,6,113065,156
1,9,125091,124
2,23,172925,826
1,9,126916,826
1,27,183417,840
2,4,76898,826
1,1,579,826
2,2,65000,826
1,8,120000,36
2,4,90000,36
1,15,190000,36
2,9,140000,840
1,3,75000,826
2,11,160000,156
1,8,130000,156
2,2,60000,826
1,20,220000,124
2,5,80000,36
1,7,130000,36
2,3,65000,36
1,13,170000,124
2,6,110000,36
1,2,50000,840
1,18,210000,840
2,8,100000,156
1,1,50000,156
1,10,160000,840
2,4,70000,840
1,16,190000,840
2,9,140000,840
1,1,45000,156
2,7,120000,36
1,2,60000,840
2,11,150000,156
1,4,70000,826
2,16,200000,156
1,8,100000,156
2,2,55000,124
1,12,170000,36
2,5,90000,840
1,4,80000,156
1,14,180000,36
1,2,60000,840
2,9,120000,840
2,3,70000,36
1,18,210000,156
1,9,140000,840
2,1,50000,826
1,7,110000,840
2,2,60000,36
1,11,160000,826
1,4,75000,156
2,16,200000,36
1,8,100000,124
2,2,55000,840
1,12,170000,840
2,5,90000,826
1,4,80000,156
1,14,180000,826
1,2,60000,156
2,9,120000,826
2,3,70000,826
1,18,210000,124
1,9,140000,124
2,1,50000,156
1,7,110000,826
2,2,60000,840
1,11,160000,124
1,4,75000,124
2,16,200000,124
1,8,100000,840
2,2,55000,156
1,12,170000,840
2,5,90000,826
1,4,80000,156
1,14,180000,156
1,2,60000,840
2,9,120000,156
2,3,70000,124
1,18,210000,840
1,9,140000,124
2,1,50000,156
1,7,110000,36
2,2,60000,124
1,11,160000,840
1,4,75000,36
2,16,200000,826
1,8,100000,840
2,2,55000,36
1,12,170000,156
2,5,90000,840
1,4,80000,826
1,14,180000,156
1,2,60000,124
2,9,120000,36
2,3,70000,156
1,18,210000,124
1,9,140000,156
2,1,50000,840
1,7,110000,124
2,2,60000,840
1,11,160000,840
1,4,75000,36
2,16,200000,826
1,8,100000,156
2,2,55000,156
1,12,170000,826
2,5,90000,840
1,4,80000,156
1,14,180000,156
1,2,60000,36
2,9,120000,156
2,3,70000,156
1,18,210000,826
1,9,140000,826
2,1,50000,36
1,7,110000,840
2,2,60000,826
1,11,160000,840
1,4,75000,840
2,16,200000,156
1,8,100000,156
2,2,55000,840
1,12,170000,840
2,5,90000,156
1,4,80000,840
1,14,180000,840
1,2,60000,124
2,9,120000,124
2,3,70000,156
1,18,210000,36
2,6,103579,156
1,19,163780,124
1,12,137878,36
2,4,92438,156
1,5,84181,826
2,21,174821,156
1,10,126520,156
1,18,152168,36
2,29,190543,826
1,9,131547,826
1,28,192292,826
2,1,52807,826
1,20,174938,840
2,8,124071,156
1,3,73640,840
2,19,156486,156
1,11,138859,156
2,0,52831,124
1,23,182392,840
2,11,151078,124
1,8,100679,156
1,20,167924,36
2,10,113334,156
2,29,194778,124
1,4,77606,156
2,13,140010,156
1,20,142421,840
2,24,192756,156
1,1,106686,36
1,27,186794,156
2,19,150729,124
1,15,171652,826
1,6,88552,840
2,9,119918,840
1,21,174985,156
2,23,174336,124
1,4,72389,124
2,14,163978,156
1,25,166958,826
2,15,145052,840
1,32,195270,156
2,8,122970,124
1,4,80247,36
2,25,177862,826
1,4,91062,840
2,6,114290,36
1,10,128999,156
2,18,162454,156
1,8,122354,840
1,25,179756,826
2,3,73218,124
1,0,52612,826
2,24,184480,124
1,12,132442,826
2,5,102828,36
1,16,150301,124
2,22,171468,156
1,13,147326,826
1,26,185982,156
2,7,108267,124
1,4,91397,826
2,5,100867,156
1,2,64182,156
1,22,182506,826
2,9,136986,36
1,11,136662,36
2,32,191510,840
1,19,177347,826
2,3,70397,840
1,9,146075,840
2,18,155795,826
1,9,132638,156
2,22,178684,826
1,7,106218,840
1,28,191239,840
2,2,65840,826
1,0,52779,124
2,23,185038,124
1,14,136449,826
2,6,110707,156
1,17,151670,124
2,21,167015,826
1,13,146508,840
1,27,190596,826
2,6,104378,826
1,3,70216,840
2,5,101733,840
1,1,55935,826
1,21,180367,156
2,9,135596,826
1,11,136062,840
2,32,191267,36
1,19,177347,826
2,3,70397,36
1,9,146075,36
2,18,155795,156
1,9,132638,156
2,22,178684,124
1,7,106218,36
1,28,191239,36
2,2,65840,124
1,0,52779,156
2,23,185038,840
1,14,136449,156
2,6,110707,826
1,17,151670,124
2,21,167015,156
1,13,146508,124
1,27,190596,840
2,6,104378,840
1,3,70216,826
2,5,101733,156
1,1,55935,840
1,21,180367,840
2,9,135596,156
1,11,136062,840
2,32,191267,840
1,19,177347,156
2,6,103579,124
1,19,163780,826
1,12,137878,156
2,4,92438,124
1,5,84181,124
2,21,174821,124
1,10,126520,156
1,18,152168,840
2,29,190543,156
1,9,131547,124
1,28,192292,840
2,1,52807,826
1,20,174938,840
2,8,124071,840
1,3,73640,124
2,19,156486,36
1,11,138859,840
2,0,52831,156
1,23,182392,840
2,11,151078,840
1,8,100679,840
1,20,167924,124
2,10,113334,124
2,29,194778,124
1,4,77606,840
2,13,140010,36
1,20,142421,124
2,24,192756,124
1,1,106686,840
1,27,186794,156
2,19,150729,36
1,15,171652,36
1,6,88552,124
2,9,119918,36
1,21,174985,36
2,23,174336,840
1,4,72389,826
2,14,163978,840
1,25,166958,36
2,15,145052,36
1,32,195270,826
2,8,122970,36
1,4,80247,826
2,25,177862,840
1,4,91062,124
2,6,114290,36
1,10,128999,124
2,18,162454,826
1,8,122354,156
1,25,179756,840
2,3,73218,840
1,0,52612,840
2,24,184480,36
1,12,132442,826
2,5,102828,124
1,16,150301,36
2,22,171468,36
1,13,147326,156
1,26,185982,156
2,7,108267,826
1,4,91397,36
2,5,100867,36
1,2,64182,840
1,22,182506,826
2,9,136986,826
1,11,136662,36
2,32,191510,826
1,19,177347,124
2,3,70397,840
1,9,146075,156
2,18,155795,124
1,9,132638,156
2,22,178684,36
1,7,106218,36
1,28,191239,124
2,2,65840,840
1,0,52779,826
2,23,185038,36
1,14,136449,156
2,6,110707,156
1,17,151670,840
2,21,167015,826
1,13,146508,36
1,27,190596,156
2,6,104378,840
1,3,70216,156
2,5,101733,156
1,1,55935,826
1,21,180367,826
2,9,135596,826
1,11,136062,826
2,32,191267,36
1,19,177347,826
2,3,70397,156
1,9,146075,840
2,18,155795,840
1,9,132638,826
2,22,178684,156
1,7,106218,124
1,28,191239,36
2,2,65840,36
1,0,52779,36
2,23,185038,840
1,14,136449,124
2,6,110707,124
1,17,151670,840
2,21,167015,124
1,13,146508,156
1,27,190596,840
2,6,104378,840
1,3,70216,840
2,5,101733,36
1,1,55935,156
1,21,180367,826
2,9,135596,36
1,11,136062,156
2,32,191267,36
1,19,177347,36
2,6,103579,36
1,19,163780,156
1,12,137878,826
2,4,92438,840
1,5,84181,826
2,21,174821,826
1,10,126520,840
1,18,152168,826
2,29,190543,840
1,9,131547,156
1,28,192292,826
2,1,52807,36
1,20,174938,156
2,8,124071,156
1,3,73640,826
2,19,156486,840
1,11,138859,124
2,0,52831,840
1,23,182392,826
2,11,151078,124
1,8,100679,124
1,20,167924,826
2,10,113334,124
2,29,194778,826
1,4,77606,826
2,13,140010,840
1,20,142421,124
2,24,192756,124
1,1,106686,36
1,27,186794,156
2,19,150729,840
1,15,171652,826
1,6,88552,840
2,9,119918,840
1,21,174985,826
2,23,174336,36
1,4,72389,156
2,14,163978,124
1,25,166958,826
2,15,145052,826
1,32,195270,124
2,8,122970,36
1,4,80247,36
2,25,177862,124
1,4,91062,156
2,6,114290,124
1,10,128999,840
2,18,162454,840
1,8,122354,124
1,25,179756,826
2,3,73218,124
1,0,52612,826
2,23,185038,124
1,12,132442,826
2,5,102828,840
1,16,150301,124
2,22,171468,124
1,13,147326,36
1,26,185982,124
2,7,108267,36
1,3,91397,124
2,5,100867,124
1,2,64182,826
1,22,182506,840
2,9,136986,36
1,11,136662,840
2,32,191510,156
1,19,177347,826
2,4,82944,156
1,23,188288,124
2,14,141090,826
1,19,152726,36
2,9,124141,36
1,3,67556,124
2,22,182768,156
1,15,148727,826
2,6,91903,840
1,14,147708,840
2,21,163209,36
1,8,120288,156
1,21,170226,826
2,11,134979,156
1,16,137489,826
2,4,83577,156
1,9,117904,124
2,11,134482,156
1,30,184660,36
2,5,100151,826
1,3,88678,840
2,21,181285,124
1,16,154990,840
2,7,108204,124
1,19,175684,124
2,5,77766,840
1,24,192211,156
2,13,144647,124
1,20,162231,156
2,9,121120,124
1,4,79652,124
2,21,177002,124
1,5,87584,826
2,13,131860,156
1,28,182013,840
